1 [-0.004830160270047824, -0.0039484152486481934, -0.005392589797428713, -0.002606859888307071, -0.0045238580998742456, -0.004758025438891107, -0.004942407503647583, -0.005502148658649289, -0.005602307320025705, -0.006988936453196852]
2 [-0.0003134335065644933, -0.00030970580070326776, -0.000502181188990928, -0.000912484334913595, -0.0005179927757664759, 0.0002507416267901358, -0.00047121464099240213, -0.0005850566642847723, 0.0006440274048569868, -0.0005833448288407504]
1 [-0.0009945210673648333, -0.0005121727634153469, -0.00024797911073107677, -0.000748018182345724, -0.0008874137242490922, -0.0006136823592942894, -0.0006587241113447207, -0.0005309423728592499, -0.0005189834300051795, -0.0006175825170235868]
2 [-0.00042840516925641257, -0.0005645327775180995, -0.0012123458336757492, -0.0012857654165424005, -0.0009048622236284976, -0.0007708479029221825, -0.0008806209173683133, -0.0005420159788891674, -0.0006257379549977367, -0.0006644378512611175]
1 [-0.0007532806238936796, -0.00042213669609694054, -0.0010567024199891306, -0.0007847925976640534, -0.0009439440404762556, -0.00023028689183970228, -0.0008527496684561909, -0.000742524773014196, -0.001366141359581496, -0.000489819491511144]
2 [-0.0012363553883106735, -0.000618123264304294, -0.0006172647744729908, -2.0445548476541425e-06, -0.0008067794525947254, -0.0009519339436231286, -0.0011212442583242329, -0.0013011435261142358, 0.00024166577758926886, -0.00041938907746676927]
1 [-0.00045412209601697605, -0.0012223955634477245, -0.0003777172825073334, -0.0010186121081851528, -0.001040489859582803, -0.00040997709186483823, -0.0007893668662589575, -0.00045547501120952495, -0.00045004449439795024, -0.0003867034131713866]
2 [-0.0004154942104606589, -0.0002952973167740585, -0.0009458000100707903, -0.0017034357942818784, -0.0006971572934425688, -0.000661933634667847, -0.000927950530421548, -0.0006592076010810984, -0.0007926653537366855, -0.0003292105445116812]
1 [-0.0008391643265900188, -0.0008742932401962303, -0.001089061580706733, -0.0005476524490531117, -0.0004213698506721826, -0.0006720088781936267, -0.0005628368517629269, -0.0012046375115309395, -0.0012089322527803013, -0.000318950770422535]
2 [-0.00019672060893199012, -0.0011441559160959625, -0.00036140113336102596, -0.0007527620262034966, -0.0011929179612935029, -0.000159410301164505, -0.0003669145808889769, -0.0007824044614774979, -1.2605953375618904e-05, -0.000349516896789138]
1 [-0.0008671859310412102, -0.0007830133639992864, -0.0007318213450595003, -0.0009423291814112407, -0.0007479167388617718, -0.0006618497402528091, -0.0012229725420818708, -0.0013825655240306536, -0.0004573792962321194, -0.00028050600190237905]
2 [-0.00018942566989176463, 2.69640565794844e-05, -0.0007416383183604304, -0.0011938238001957386, -0.0007065161750153564, -0.00023184461769514114, -0.0017429499417431701, -0.00030397120154738994, -0.0005677173051492007, -0.00021372426324557496]
1 [-0.0005486757806942882, -0.0005848215572151483, -0.001063562580122219, -0.0009881025200803128, -0.0004830444039918424, -0.00043678763871109465, -0.0006540917800860618, -0.0003967092794194833, -0.0008128067767721465, -0.0002226835831958436]
2 [-0.0004978527176916931, -0.001086851874480665, -0.00046661929812734636, -0.0009629847224198694, 0.000369166130211042, -0.0006320919251231567, -2.1377899658901625e-05, -0.0008727488694761082, 0.00022471187573526666, -0.00016544018990881587]
1 [-0.001121324424547085, -0.00034811740367749123, -0.000546378967550046, -0.0006206450233448061, -0.0011721415942288467, -0.000637740319500568, -0.0014787582279943466, -0.0005064346406995135, -0.0005348193213258067, -0.00022953373313425727]
2 [2.330355103641243e-05, -0.0007561963383044271, -0.0005284222109873836, -0.0009026998394181489, -6.031600121768349e-05, 9.036452531327625e-05, -0.00028759454012175945, -0.0003866441569295566, -0.0007025528820120912, -0.00018584519091587054]
